{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.34607875}  {Name:n02114712 red wolf, maned wolf, Canis rufus, Canis niger, Probability:0.20118424}  {Name:n02105056 groenendael, Probability:0.07877451}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9572421}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03524415}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0034394553}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8131843}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.1850564}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00061004}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5099266}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.13697736}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.12616886}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98195064}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014794806}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0031344434}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.977416}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01735381}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0017313696}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.31502542}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.22737502}  {Name:n01677366 common iguana, iguana, Iguana iguana, Probability:0.07067401}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9687292}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025906196}  {Name:n02104365 schipperke, Probability:0.0013910596}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9671888}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01860094}  {Name:n02105056 groenendael, Probability:0.0057832347}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8177226}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.12687954}  {Name:n02104365 schipperke, Probability:0.010550223}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8971651}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.032822974}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019391114}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9857691}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.010731499}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0017496684}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99102587}  {Name:n02105056 groenendael, Probability:0.0028330504}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0024740864}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.995146}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004537754}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00029870422}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8139028}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.050433315}  {Name:n01883070 wombat, Probability:0.04074519}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n01698640 American alligator, Alligator mississipiensis, Probability:0.77938956}  {Name:n01873310 platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus, Probability:0.023741025}  {Name:n01985128 crayfish, crawfish, crawdad, crawdaddy, Probability:0.023482392}
{Name:n02093754 Border terrier, Probability:0.3162227}  {Name:n02105162 malinois, Probability:0.08160587}  {Name:n01883070 wombat, Probability:0.07140055}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93018353}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06360938}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0031514084}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9646469}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.020632189}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.005248632}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94819146}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.014140317}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012670402}
{Name:n04049303 rain barrel, Probability:0.08224758}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06754052}  {Name:n02916936 bulletproof vest, Probability:0.034167763}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9099225}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.041796718}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.035206802}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96635}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0077318978}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003838065}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.966779}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03273726}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00048212893}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.904094}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.07245167}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.022655103}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.26064625}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.24007575}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.18765984}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9530158}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.038070712}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008869514}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98245806}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010501546}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003563086}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99961734}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00035852197}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.3976996e-05}
{Name:n02444819 otter, Probability:0.23125549}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.23077433}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.16672903}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02104365 schipperke, Probability:0.49760157}  {Name:n02105412 kelpie, Probability:0.19007474}  {Name:n02105056 groenendael, Probability:0.103748485}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90660846}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017781774}  {Name:n02442845 mink, Probability:0.01564459}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8853198}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08347406}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.006269337}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8114056}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.033895116}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.031564087}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91984206}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019139953}  {Name:n02105412 kelpie, Probability:0.013830105}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97854346}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.017556492}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0021172073}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.50243765}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.1942188}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.11673867}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9961449}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002507162}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0013238909}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9892525}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0065181693}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.002050368}
{Name:n02410509 bison, Probability:0.78342164}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12651901}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.057447437}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98709506}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0042971703}  {Name:n02105056 groenendael, Probability:0.0033990887}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90048283}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0384429}  {Name:n02410509 bison, Probability:0.022743542}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4991493}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.29799}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.19263382}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9879187}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.004396175}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.002896216}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9618389}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.010613709}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009965124}
{Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.38834944}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.18866412}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.11018681}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86245215}  {Name:n02492660 howler monkey, howler, Probability:0.039968092}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.017331118}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9906589}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0065784557}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002752994}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98339754}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0053916215}  {Name:n01883070 wombat, Probability:0.0017179723}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97362614}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01656527}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.005950175}
{Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.8131911}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.10934478}  {Name:n02106550 Rottweiler, Probability:0.011644359}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.66838473}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.33076528}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0003400393}
