{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02074367 dugong, Dugong dugon, Probability:0.33629036}  {Name:n04251144 snorkel, Probability:0.32745892}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.081965744}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97260123}  {Name:n02444819 otter, Probability:0.012049545}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0045360653}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99858034}  {Name:n02104029 kuvasz, Probability:0.0007244496}  {Name:n02111500 Great Pyrenees, Probability:0.000112840375}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9984876}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00090325007}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00057596253}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9457172}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.021133713}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.006272743}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999995}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:2.6332745e-07}  {Name:n02123597 Siamese cat, Siamese, Probability:5.711014e-08}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9989691}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0004025964}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.00030005688}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.3392816}  {Name:n02137549 mongoose, Probability:0.089780204}  {Name:n02442845 mink, Probability:0.07414051}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6369166}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.30288422}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.05965623}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8980964}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.09894085}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0022281462}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999168}  {Name:n02074367 dugong, Dugong dugon, Probability:4.4948945e-05}  {Name:n02077923 sea lion, Probability:1.2650532e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.83954924}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07485011}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.052453317}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.821423}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.10735892}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.028598195}
{Name:n02074367 dugong, Dugong dugon, Probability:0.7469022}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.20432824}  {Name:n02092339 Weimaraner, Probability:0.00857457}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9830026}  {Name:n02437616 llama, Probability:0.012003944}  {Name:n02412080 ram, tup, Probability:0.0012077383}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9949556}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.0016639384}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0012707016}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.48509443}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.30186397}  {Name:n02492660 howler monkey, howler, Probability:0.057873037}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9954556}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0032378451}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00093653484}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999957}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.5980463e-06}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:2.6138812e-07}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86965775}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.12904458}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0012490967}
{Name:n03457902 greenhouse, nursery, glasshouse, Probability:0.2817704}  {Name:n04604644 worm fence, snake fence, snake-rail fence, Virginia fence, Probability:0.14762405}  {Name:n03733281 maze, labyrinth, Probability:0.058115117}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.97894865}  {Name:n02111500 Great Pyrenees, Probability:0.0040254667}  {Name:n02099712 Labrador retriever, Probability:0.002369033}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.75714743}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.117309496}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.07845441}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99432385}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.005117389}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0003652654}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02410509 bison, Probability:0.5605609}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.11681449}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.04702627}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99908006}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0008112418}  {Name:n02077923 sea lion, Probability:4.9482813e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9746368}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.0039329943}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0026777063}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999852}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.2615867e-05}  {Name:n02077923 sea lion, Probability:7.050087e-07}
{Name:n02397096 warthog, Probability:0.09046741}  {Name:n02099429 curly-coated retriever, Probability:0.071007326}  {Name:n02104365 schipperke, Probability:0.059316505}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91636723}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08248611}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0010636479}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99998033}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:9.6186e-06}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:8.341958e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9986603}  {Name:n02077923 sea lion, Probability:0.0005293019}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.0003876309}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99998033}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.3756895e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:3.135567e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999684}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.2483455e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.1174293e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99976176}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00017903972}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:5.039554e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999825}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.5343916e-05}  {Name:n02099712 Labrador retriever, Probability:7.0008826e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99523926}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0020994628}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0018865736}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9855816}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0053472063}  {Name:n02077923 sea lion, Probability:0.0027224831}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999788}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:1.3392752e-05}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.6661268e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.90431356}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.084417716}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0094085215}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6841667}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.12173053}  {Name:n02486410 baboon, Probability:0.03359413}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9496326}  {Name:n02117135 hyena, hyaena, Probability:0.025983566}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.020479148}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999708}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:1.8508661e-05}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:3.6444706e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88962454}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.029262362}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.020461412}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9498162}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.016321978}  {Name:n02097130 giant schnauzer, Probability:0.0060175965}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.65858465}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.20076159}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.066305876}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.990123}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.006473518}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.002145516}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8992085}  {Name:n02117135 hyena, hyaena, Probability:0.06249749}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.015621721}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.6660914}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.17463264}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.03679539}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.61750185}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.37754908}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004337861}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9997836}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00013728708}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:2.7442047e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99997795}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.3346764e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:7.936647e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8486123}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14377066}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0074844714}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99294066}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.006251377}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.00029699304}
