{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.4817549}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14458753}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.09241017}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9913884}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006435399}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0020925226}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5081358}  {Name:n02104365 schipperke, Probability:0.110547245}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09479334}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6732124}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.03285656}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.031695694}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99238867}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0073969583}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00018870285}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.59368914}  {Name:n02105056 groenendael, Probability:0.19784702}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.05154576}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02097130 giant schnauzer, Probability:0.22462267}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.22193545}  {Name:n02093859 Kerry blue terrier, Probability:0.1889668}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.45850125}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.14207987}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.09978928}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.69588304}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13935205}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.0650779}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9392196}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.024599938}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.019220287}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9834245}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006957289}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004317729}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.963423}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01640478}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.011136366}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9960001}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0013348171}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0011223278}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9643131}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.020190222}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0044110245}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.65237373}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.24842136}  {Name:n02097130 giant schnauzer, Probability:0.027274704}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.40068927}  {Name:n02492660 howler monkey, howler, Probability:0.38644758}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15716362}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9675176}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015530831}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.009192766}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.84705496}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.10933197}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.023926381}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7964115}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.18071818}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.015262144}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91733605}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.03835942}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.009250687}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.837641}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.106114134}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.04857629}
{Name:n02106166 Border collie, Probability:0.2659358}  {Name:n02105056 groenendael, Probability:0.24583997}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.15859003}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99607486}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.002589844}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0009143351}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98564154}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.012846646}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.000451926}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6207862}  {Name:n02410509 bison, Probability:0.24804595}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.03581393}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.58932865}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.14899722}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.08580043}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96472967}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.021739999}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.007439561}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.71045923}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.27194342}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.0028174403}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7133028}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.27873462}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.002962136}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94947094}  {Name:n02104365 schipperke, Probability:0.020760732}  {Name:n02105056 groenendael, Probability:0.015911613}
{Name:n01616318 vulture, Probability:0.231694}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.16936374}  {Name:n02013706 limpkin, Aramus pictus, Probability:0.15875678}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5563664}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.23273607}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.044888377}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9898492}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.005818729}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002421978}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9795467}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.013345103}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007064385}
{Name:n02106550 Rottweiler, Probability:0.48925033}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.2270959}  {Name:n02107312 miniature pinscher, Probability:0.08716961}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8933121}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.084042124}  {Name:n01883070 wombat, Probability:0.015683664}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.76984596}  {Name:n01871265 tusker, Probability:0.074915536}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.045354143}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9859713}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0045624794}  {Name:n02104365 schipperke, Probability:0.002232746}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.50467277}  {Name:n01877812 wallaby, brush kangaroo, Probability:0.08804902}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.047267158}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.3020732}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.18438213}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.084090546}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9797894}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017248644}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002828882}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.80406564}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.043351043}  {Name:n02105056 groenendael, Probability:0.029198566}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.83332765}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.034280367}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.026300771}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8756817}  {Name:n02105056 groenendael, Probability:0.03386403}  {Name:n02097298 Scotch terrier, Scottish terrier, Scottie, Probability:0.026495876}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.5221551}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.47557092}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006569156}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9389286}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.060405802}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0005626473}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9612039}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.009208032}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.008429595}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9931178}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0059927544}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0008639279}
