{Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.35942364}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.21924742}  {Name:n02104029 kuvasz, Probability:0.2172781}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93428075}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04397137}  {Name:n02105056 groenendael, Probability:0.017327005}
{Name:n02105251 briard, Probability:0.17701599}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.17112449}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.09950647}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.33095282}  {Name:n02492660 howler monkey, howler, Probability:0.15988044}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.15949924}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9921307}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006669348}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00047578185}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7405219}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.23822853}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00819941}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7244998}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.096840255}  {Name:n02410509 bison, Probability:0.018519707}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46669275}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.06732746}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.05558111}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.88280815}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.044548374}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.03922961}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.37308434}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.24897182}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.21831349}
{Name:n02105056 groenendael, Probability:0.3044081}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.14894584}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.07655947}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.84515834}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.114855334}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.01033841}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9748864}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.015754687}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0044010896}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9788643}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.01161147}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0033600137}
{Name:n02317335 starfish, sea star, Probability:0.112218134}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.078853995}  {Name:n02526121 eel, Probability:0.06865991}
{Name:n02492660 howler monkey, howler, Probability:0.14211243}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12312413}  {Name:n02088632 bluetick, Probability:0.079015605}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6018267}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.39556032}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0018541216}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9508308}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04650614}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0018025615}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9641178}  {Name:n01883070 wombat, Probability:0.018964292}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008930605}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6244165}  {Name:n02442845 mink, Probability:0.08696204}  {Name:n02444819 otter, Probability:0.0533987}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9451347}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.05168182}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0010906517}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9806855}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017815812}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0009074983}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98471916}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.0045000687}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0040933527}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9848259}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009771981}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0045640427}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99710554}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016333201}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001007423}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.49179476}  {Name:n02326432 hare, Probability:0.049895305}  {Name:n02097298 Scotch terrier, Scottish terrier, Scottie, Probability:0.042657405}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6830291}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.070959635}  {Name:n02493793 spider monkey, Ateles geoffroyi, Probability:0.038913053}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.845698}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.03596004}  {Name:n02108551 Tibetan mastiff, Probability:0.02768828}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9673917}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.018096143}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004468724}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95969075}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.024411088}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0028316153}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.64635783}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13430955}  {Name:n02137549 mongoose, Probability:0.04971999}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8521712}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.04939032}  {Name:n01871265 tusker, Probability:0.012995868}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.99254334}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.007355086}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:7.609091e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8559952}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.029121839}  {Name:n02105056 groenendael, Probability:0.02457106}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9108944}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08162522}  {Name:n02410509 bison, Probability:0.0038179245}
{Name:n01872401 echidna, spiny anteater, anteater, Probability:0.21963829}  {Name:n03763968 military uniform, Probability:0.07776281}  {Name:n02454379 armadillo, Probability:0.06842518}
{Name:n02504013 Indian elephant, Elephas maximus, Probability:0.7040282}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.06043334}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.057236128}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.58682853}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.0902924}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08315104}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.936607}  {Name:n02137549 mongoose, Probability:0.03010144}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.013765235}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7934046}  {Name:n01514859 hen, Probability:0.04812111}  {Name:n02104365 schipperke, Probability:0.038942132}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.876129}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.067190096}  {Name:n01871265 tusker, Probability:0.009950676}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93248075}  {Name:n02492660 howler monkey, howler, Probability:0.027995437}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.0065679825}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9531516}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.024941664}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.015135186}
{Name:n01883070 wombat, Probability:0.49900568}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.43041432}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.014724907}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9911171}  {Name:n01883070 wombat, Probability:0.004909779}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0017540914}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.2569992}  {Name:n02107683 Bernese mountain dog, Probability:0.050440323}  {Name:n02493793 spider monkey, Ateles geoffroyi, Probability:0.0401411}
{Name:n03291819 envelope, Probability:0.92593837}  {Name:n04118776 rule, ruler, Probability:0.019035548}  {Name:n06359193 web site, website, internet site, site, Probability:0.004807705}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5713337}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.3317159}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.02803615}
{Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.18036404}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.17204157}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.15573165}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.5274551}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.46218646}  {Name:n02108551 Tibetan mastiff, Probability:0.0049466863}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.88307697}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.055230748}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.025006877}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6035385}  {Name:n03743016 megalith, megalithic structure, Probability:0.13770863}  {Name:n03042490 cliff dwelling, Probability:0.081135675}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9645033}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01470264}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.010254059}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.72899264}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.1665875}  {Name:n02111277 Newfoundland, Newfoundland dog, Probability:0.019915879}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9783448}  {Name:n02105056 groenendael, Probability:0.017364156}  {Name:n02104365 schipperke, Probability:0.001604254}
