{Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.2975172}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.17326921}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.13703984}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9650401}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004792474}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002145632}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9521932}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00813851}  {Name:n02102973 Irish water spaniel, Probability:0.0029049374}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5690064}  {Name:n02106662 German shepherd, German shepherd dog, German police dog, alsatian, Probability:0.05035394}  {Name:n02108000 EntleBucher, Probability:0.037460417}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8541593}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009891128}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008193319}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.79105854}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12090965}  {Name:n02105056 groenendael, Probability:0.008361552}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9358534}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026414949}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018111952}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95849353}  {Name:n09468604 valley, vale, Probability:0.00468817}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016543191}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.82801867}  {Name:n02106550 Rottweiler, Probability:0.014453694}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014217931}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9286248}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007028621}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0030771864}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97892773}  {Name:n02104365 schipperke, Probability:0.0058256816}  {Name:n02105056 groenendael, Probability:0.0033738397}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7311101}  {Name:n02492660 howler monkey, howler, Probability:0.030202646}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.027773146}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9645808}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0042334264}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015346388}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8349639}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.043040924}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0053235493}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.7903235}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.06764977}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.01523429}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.80509573}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.038966745}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.020067642}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8542557}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014465673}  {Name:n02105056 groenendael, Probability:0.0068302006}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.84035766}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.031421673}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01626084}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9479137}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.007217876}  {Name:n01883070 wombat, Probability:0.003158311}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8241563}  {Name:n02410509 bison, Probability:0.03343896}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.017500756}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.73434883}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.06470286}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009625283}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9200865}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.012670629}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0042521204}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8374376}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.044476613}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.019776272}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9654547}  {Name:n02105056 groenendael, Probability:0.007928635}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0030420981}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9594506}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001979438}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0011476708}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.94325817}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003402806}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0023452628}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9529638}  {Name:n02105056 groenendael, Probability:0.005316444}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002174606}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.97263056}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00088344875}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00057445344}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.84437644}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.049552884}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.025099106}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9242865}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010555541}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0072323317}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.935813}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.012597676}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0037560626}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93121165}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0068470724}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002790438}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.53757447}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.22173086}  {Name:n02105056 groenendael, Probability:0.031118905}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9159026}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0062422683}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0059170485}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.69621736}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.05567989}  {Name:n01883070 wombat, Probability:0.018132165}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.15783717}  {Name:n09468604 valley, vale, Probability:0.08792928}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.07197422}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6070468}  {Name:n03000134 chainlink fence, Probability:0.35379124}  {Name:n04604644 worm fence, snake fence, snake-rail fence, Virginia fence, Probability:0.005457133}
{Name:n02454379 armadillo, Probability:0.10524958}  {Name:n01877812 wallaby, brush kangaroo, Probability:0.10243873}  {Name:n02391049 zebra, Probability:0.093797244}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95248103}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02040952}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0018610714}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96322024}  {Name:n01883070 wombat, Probability:0.0040145367}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011607672}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8526118}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.016096557}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010727364}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9432503}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009651106}  {Name:n02410509 bison, Probability:0.0057882615}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93791103}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.014664604}  {Name:n02492660 howler monkey, howler, Probability:0.0074188956}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.57252526}  {Name:n02101006 Gordon setter, Probability:0.1159905}  {Name:n02105056 groenendael, Probability:0.05911483}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8430816}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01691824}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.009762994}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96873504}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0010784055}  {Name:n02104365 schipperke, Probability:0.00037189486}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.93119025}  {Name:n02105056 groenendael, Probability:0.009209596}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00760248}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9056779}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0044060335}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0029957055}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9544319}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.032689527}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.001746598}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.67406565}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.1389583}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03392097}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.87200266}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.029236339}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0081585515}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86385214}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.036436863}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0050500836}
{Name:n02909870 bucket, pail, Probability:0.4949025}  {Name:n02795169 barrel, cask, Probability:0.19696753}  {Name:n04049303 rain barrel, Probability:0.09428932}
{Name:n03291819 envelope, Probability:0.5014566}  {Name:n06359193 web site, website, internet site, site, Probability:0.13259448}  {Name:n02708093 analog clock, Probability:0.020295748}
{Name:n11879895 rapeseed, Probability:0.50162464}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.39172855}  {Name:n02105056 groenendael, Probability:0.011818904}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.95263064}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0065496163}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0025982517}
